1|1|1|50000000
2|1|1|50000000
3|1|1|50000000
4|1|1|50000000
5|1|1|50000000
6|1|1|50000000
7|1|1|50000000
8|1|1|50000000
9|1|1|50000000
10|2|1|50000000
11|2|1|50000000
12|2|1|50000000
13|2|1|50000000
14|2|1|50000000
15|2|1|50000000
16|2|1|50000000
17|2|1|50000000
18|2|1|50000000
19|3|1|50000000
20|3|1|50000000
21|3|1|50000000
22|3|1|50000000
23|3|1|50000000
24|3|1|50000000
25|3|1|50000000
26|3|1|50000000
27|3|1|50000000
28|4|1|50000000
29|4|1|50000000
30|4|1|50000000
31|4|1|50000000
32|4|1|50000000
33|4|1|50000000
34|4|1|50000000
35|4|1|50000000
36|4|1|50000000
37|5|1|50000000
38|5|1|50000000
39|5|1|50000000
40|5|1|50000000
41|5|1|50000000
42|5|1|50000000
43|5|1|50000000
44|5|1|50000000
45|5|1|50000000
46|6|1|50000000
47|6|1|50000000
48|6|1|50000000
49|6|1|50000000
50|6|1|50000000
51|6|1|50000000
52|6|1|50000000
53|6|1|50000000
54|6|1|50000000
55|7|1|50000000
56|7|1|50000000
57|7|1|50000000
58|7|1|50000000
59|7|1|50000000
60|7|1|50000000
61|7|1|50000000
62|7|1|50000000
63|7|1|50000000
64|8|1|50000000
65|8|1|50000000
66|8|1|50000000
67|8|1|50000000
68|8|1|50000000
69|8|1|50000000
70|8|1|50000000
71|8|1|50000000
72|8|1|50000000
73|9|1|50000000
74|9|1|50000000
75|9|1|50000000
76|9|1|50000000
77|9|1|50000000
78|9|1|50000000
79|9|1|50000000
80|9|1|50000000
81|9|1|50000000
82|10|1|50000000
83|10|1|50000000
84|10|1|50000000
85|10|1|50000000
86|10|1|50000000
87|10|1|50000000
88|10|1|50000000
89|10|1|50000000
90|10|1|50000000
1|1|2|50000000
2|1|2|50000000
3|1|2|50000000
4|2|2|50000000
5|2|2|50000000
6|2|2|50000000
7|3|2|50000000
8|3|2|50000000
9|3|2|50000000
10|4|2|50000000
11|4|2|50000000
12|4|2|50000000
13|5|2|50000000
14|5|2|50000000
15|5|2|50000000
16|6|2|50000000
17|6|2|50000000
18|6|2|50000000
19|7|2|50000000
20|7|2|50000000
21|7|2|50000000
22|8|2|50000000
23|8|2|50000000
24|8|2|50000000
25|9|2|50000000
26|9|2|50000000
27|9|2|50000000
28|10|2|50000000
29|10|2|50000000
30|10|2|50000000
31|1|2|50000000
32|1|2|50000000
33|1|2|50000000
34|2|2|50000000
35|2|2|50000000
36|2|2|50000000
37|3|2|50000000
38|3|2|50000000
39|3|2|50000000
40|4|2|50000000
41|4|2|50000000
42|4|2|50000000
43|5|2|50000000
44|5|2|50000000
45|5|2|50000000
46|6|2|50000000
47|6|2|50000000
48|6|2|50000000
49|7|2|50000000
50|7|2|50000000
51|7|2|50000000
52|8|2|50000000
53|8|2|50000000
54|8|2|50000000
55|9|2|50000000
56|9|2|50000000
57|9|2|50000000
58|10|2|50000000
59|10|2|50000000
60|10|2|50000000
61|1|2|50000000
62|1|2|50000000
63|1|2|50000000
64|2|2|50000000
65|2|2|50000000
66|2|2|50000000
67|3|2|50000000
68|3|2|50000000
69|3|2|50000000
70|4|2|50000000
71|4|2|50000000
72|4|2|50000000
73|5|2|50000000
74|5|2|50000000
75|5|2|50000000
76|6|2|50000000
77|6|2|50000000
78|6|2|50000000
79|7|2|50000000
80|7|2|50000000
81|7|2|50000000
82|8|2|50000000
83|8|2|50000000
84|8|2|50000000
85|9|2|50000000
86|9|2|50000000
87|9|2|50000000
88|10|2|50000000
89|10|2|50000000
90|10|2|50000000
